,mean,mean,mean,mean,mean,std,std,std,std,std
,MEDIAN,MEDIAN,MEDIAN,MEDIAN,MEDIAN,MEDIAN,MEDIAN,MEDIAN,MEDIAN,MEDIAN
COType,,HH,HL,LH,LL,,HH,HL,LH,LL
RowLabel,,,,,,,,,,
Artificial use,-0.04087909645953921,0.1620224931696839,0.0351404159287952,-0.1020378812800272,-0.27022633133875823,0.12372603413228628,0.12729401893714987,0.07041071163722902,0.07104277567557815,0.14739678969732586
Mixed use,-0.04033975649264551,0.14391867479398138,0.06548411305993795,-0.12482686340808868,-0.23059800403412953,0.1383223333054937,0.11172962338631617,0.1275824603639898,0.10699596215045118,0.1375032609110364
Natural use,-0.013107200871544409,0.1905705793103997,0.05761752666010093,-0.11117541131509891,-0.2337466181934417,0.13924771691035584,0.1394901464376925,0.08110324167792107,0.0770037547573044,0.1293651870828036
