,mean,mean,mean,std,std,std
,PostCoh,PreCoh,PrePost,PostCoh,PreCoh,PrePost
RowLabel,,,,,,
Artificial use,0.5876350341705243,0.6711101636224291,-0.08075147413749359,0.21474207282525498,0.21961879939045414,0.17289922806383703
Mixed use,0.4680519555895546,0.5325990982040345,-0.06192732317912802,0.20153324044594187,0.21708948297324976,0.1632645593370261
Natural use,0.3902969523645827,0.3860593249265173,0.004272416810183259,0.1646411539522637,0.17534293520790498,0.17041347298709242
